perturbation	group	grit	cell_line	barcode_control	cor_method	random_iteration	shuffle_method	norm_method
ARID1B-1	ARID1B	-0.19679021982867428	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
ARID1B-2	ARID1B	-0.11100549540781642	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
ATF4-1	ATF4	-1.1301547616401433	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
ATF4-2	ATF4	-0.8969177524776062	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
ATP50-1	ATP50	-0.3072706598573073	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
ATP50-2	ATP50	-0.6459083187899789	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
AURKB-2	AURKB		ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
BCL2-1	BCL2	-0.4870242788756437	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
BCL2-2	BCL2	-0.7457267756917803	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
BCL2L2-1	BCL2L2	-0.12724640523497482	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
BCL2L2-2	BCL2L2	-0.10422390300366464	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
BCL2L2-4	BCL2L2	-0.22154940390047248	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
BRAF-2	BRAF		ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
BRAF1-1	BRAF1		ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
BRCA1-1	BRCA1	0.3138341990202643	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
BRCA1-2	BRCA1	0.09902189016134053	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
BRD4-1	BRD4	-1.1408159792600667	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
BRD4-2	BRD4	-0.5751104621676333	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
CCND1-1	CCND1	0.23793365418552798	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
CCND1-2	CCND1	0.05815442459361954	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
CCNE1-1	CCNE1	0.07130806529963526	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
CCNE1-2	CCNE1	0.29376840124798176	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
CDK2-1	CDK2	0.2420391742559834	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
CDK2-2	CDK2	0.24707427164020695	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
CDK4-1	CDK4	0.08487697055211468	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
CDK4-2	CDK4	-0.9848206313425886	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
CDK4-3	CDK4	-0.036477383474775776	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
CHEK2-1	CHEK2	0.13737544864680348	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
CHEK2-2	CHEK2	0.026091736810979427	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
COX5B-1	COX5B	-0.550785129056211	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
COX5B-2	COX5B	-0.08510986214286523	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
CSNK1A1-1	CSNK1A1	-1.1282572326531244	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
CSNK1A1-2	CSNK1A1	-0.6058807446417153	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
CTNNB1-1	CTNNB1	-0.2727476030345512	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
CTNNB1-2	CTNNB1	-0.45191564506361215	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
Chr2-1	Chr2	-0.08180811959742307	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
Chr2-2	Chr2	-0.1535265707900863	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
Chr2-3	Chr2	0.06211403622134114	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
Chr2-4	Chr2	-0.018004081477706692	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
Chr2-5	Chr2	-0.07730315313601577	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
Chr2-6	Chr2	0.019308943582384042	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
DOT1L-1	DOT1L	0.5767688610701134	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
DOT1L-2	DOT1L	0.4976539912214418	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
EGFR-1	EGFR	0.2573751963431957	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
EGFR-2	EGFR	0.4980979731115025	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
EGLN1-8	EGLN1	0.02710321684730191	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
EGLN1-9	EGLN1	-0.26177598596458446	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
EMPTY	EMPTY		ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
ERBB2-1	ERBB2	-0.17158450558869406	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
ERBB2-2	ERBB2	0.15189643025841118	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
ERBB3-1	ERBB3	0.06173818625014556	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
ERBB3-2	ERBB3	-0.019461368625272618	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
EZH2-1	EZH2	1.0826147604295782	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
EZH2-2	EZH2	0.898769551551754	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
GLS-1	GLS	-0.38972795906945207	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
GLS-2	GLS	-0.6550652716359379	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
GPX4-1	GPX4	2.4061311883743515	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
GPX4-2	GPX4	2.413493967011158	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
HIF1a-1	HIF1a	0.25857019540730003	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
HIF1a-2	HIF1a	0.08470346019868372	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
ITGAV-1	ITGAV	-0.36376811394527353	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
ITGAV-2	ITGAV	-0.7947300736796684	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
JAK3-1	JAK3	-0.980413178597237	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
JAK3-2	JAK3	-0.35274748660797106	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
KIF11-1	KIF11	0.2578735909501033	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
KIF11-2	KIF11	0.2914051099430259	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
KRAS-1	KRAS	0.38821536243491894	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
KRAS-2A	KRAS	-0.16098814935600747	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
KRAS-2B	KRAS	0.2734040200969459	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
LacZ-2	LacZ	0.31907346212738524	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
LacZ-3	LacZ	0.2583268230517846	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
Luc-1	Luc	0.5938246599393469	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
Luc-2	Luc	0.6073966872169063	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
MAPK1-1	MAPK1	-1.3789255861496816	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
MAPK1-2	MAPK1	-0.9548587293165174	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
MCL1-2	MCL1	-0.6763074075948863	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
MCL1-5	MCL1	-0.5822609653978671	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
MTOR-1	MTOR	0.16476315251990659	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
MTOR-2	MTOR	0.4975557618129601	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
MYC-1	MYC	0.3675163596127091	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
MYC-2	MYC	0.806068708678306	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
ORC4-1	ORC4	-0.11682318966420126	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
ORC4-2	ORC4	-0.15377613288234468	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
PIK3CA-1	PIK3CA	-0.10610995193861039	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
PIK3CA-2	PIK3CA	-0.2543684068546686	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
POLR2D-1	POLR2D	0.04020781638537092	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
POLR2D-2	POLR2D	-0.07953314508231564	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
PPIB-1	PPIB	-0.11090952976763016	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
PPIB-2	PPIB	0.031110365149796655	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
PRDX1-1	PRDX1	-0.2906742353463466	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
PRDX1-2	PRDX1	0.04992922141197775	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
PSMA1-1	PSMA1	0.24105889610536715	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
PSMA1-2	PSMA1	0.27586990112186255	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
PTK2-1	PTK2	-0.3838898187642936	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
PTK2-2	PTK2	-0.5330412234603088	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
RAC1-1	RAC1	-0.6292739485571248	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
RAC1-2	RAC1	-0.8700029060460893	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
RAF1-1	RAF1	-0.9376774121253806	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
RAF1-2	RAF1	-0.5619236141094416	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
RHOA-1	RHOA	0.3017988866835212	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
RHOA-2	RHOA	0.4606683877822648	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
SDHB-1	SDHB	0.6797213529947197	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
SDHB-2	SDHB	1.0542290119844562	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
SLC2A1-1	SLC2A1		ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
SLC2A2-2	SLC2A2		ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
SMARCB1-1	SMARCB1	-0.19772619316611784	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
SMARCB1-2	SMARCB1	-0.37883357845168575	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
STAT3-1	STAT3	0.972215655351697	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
STAT3-2	STAT3	1.147931714351212	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
SUZ12-1	SUZ12	0.4182456682994513	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
SUZ12-2	SUZ12	0.14702108445454126	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
TXN-1	TXN	-0.027560256130587935	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
TXN-2	TXN	0.1839008134320273	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
XBP-1	XBP	-0.1241776898355556	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
XBP-2	XBP	-0.1859350366463691	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
YAP1-1	YAP1	0.9361523886965167	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
YAP1-2	YAP1	0.9218508044871961	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
AKT1-1	AKT1	0.049270203470040276	ES2	cutting_control	pearson	2	independent_column	ctrl_based
AKT1-2	AKT1	-0.23009940820825697	ES2	cutting_control	pearson	2	independent_column	ctrl_based
ARID1B-1	ARID1B	0.09691690780619064	ES2	cutting_control	pearson	2	independent_column	ctrl_based
ARID1B-2	ARID1B	0.016027518655162512	ES2	cutting_control	pearson	2	independent_column	ctrl_based
ATF4-1	ATF4	-0.19055607317074194	ES2	cutting_control	pearson	2	independent_column	ctrl_based
ATF4-2	ATF4	-0.10702000704944546	ES2	cutting_control	pearson	2	independent_column	ctrl_based
ATP50-1	ATP50	-0.5175375235835626	ES2	cutting_control	pearson	2	independent_column	ctrl_based
ATP50-2	ATP50	-0.44522535242113453	ES2	cutting_control	pearson	2	independent_column	ctrl_based
AURKB-2	AURKB		ES2	cutting_control	pearson	2	independent_column	ctrl_based
BCL2-1	BCL2	-0.2706279404985903	ES2	cutting_control	pearson	2	independent_column	ctrl_based
BCL2-2	BCL2	-0.5948448352038753	ES2	cutting_control	pearson	2	independent_column	ctrl_based
BCL2L2-1	BCL2L2	-0.4833541373107464	ES2	cutting_control	pearson	2	independent_column	ctrl_based
BCL2L2-2	BCL2L2	0.07196655706695601	ES2	cutting_control	pearson	2	independent_column	ctrl_based
BCL2L2-4	BCL2L2	-0.29813660607547876	ES2	cutting_control	pearson	2	independent_column	ctrl_based
BRAF-2	BRAF		ES2	cutting_control	pearson	2	independent_column	ctrl_based
BRAF1-1	BRAF1		ES2	cutting_control	pearson	2	independent_column	ctrl_based
BRCA1-1	BRCA1	-0.3777722348034761	ES2	cutting_control	pearson	2	independent_column	ctrl_based
BRCA1-2	BRCA1	0.06335589973062171	ES2	cutting_control	pearson	2	independent_column	ctrl_based
BRD4-1	BRD4	0.12350257529507187	ES2	cutting_control	pearson	2	independent_column	ctrl_based
BRD4-2	BRD4	0.23619837933757754	ES2	cutting_control	pearson	2	independent_column	ctrl_based
CCND1-1	CCND1	-0.35093904866243675	ES2	cutting_control	pearson	2	independent_column	ctrl_based
CCND1-2	CCND1	-0.5220875034403887	ES2	cutting_control	pearson	2	independent_column	ctrl_based
CCNE1-1	CCNE1	0.3446329494259511	ES2	cutting_control	pearson	2	independent_column	ctrl_based
CCNE1-2	CCNE1	-0.014672510475782649	ES2	cutting_control	pearson	2	independent_column	ctrl_based
CDK2-1	CDK2	-0.259667654522361	ES2	cutting_control	pearson	2	independent_column	ctrl_based
CDK2-2	CDK2	-0.3437741308389966	ES2	cutting_control	pearson	2	independent_column	ctrl_based
CDK4-1	CDK4	-0.2091089280441418	ES2	cutting_control	pearson	2	independent_column	ctrl_based
CDK4-2	CDK4	-0.4349644469517425	ES2	cutting_control	pearson	2	independent_column	ctrl_based
CDK4-3	CDK4	-0.9588979814676554	ES2	cutting_control	pearson	2	independent_column	ctrl_based
CHEK2-1	CHEK2	-0.4330922777730151	ES2	cutting_control	pearson	2	independent_column	ctrl_based
CHEK2-2	CHEK2	-0.8383998678500413	ES2	cutting_control	pearson	2	independent_column	ctrl_based
COX5B-1	COX5B	0.8167062669144074	ES2	cutting_control	pearson	2	independent_column	ctrl_based
COX5B-2	COX5B	1.0231835121136252	ES2	cutting_control	pearson	2	independent_column	ctrl_based
CSNK1A1-1	CSNK1A1	-0.0048273648684762915	ES2	cutting_control	pearson	2	independent_column	ctrl_based
CSNK1A1-2	CSNK1A1	0.11795588992954498	ES2	cutting_control	pearson	2	independent_column	ctrl_based
CTNNB1-1	CTNNB1	-0.19746803560083898	ES2	cutting_control	pearson	2	independent_column	ctrl_based
CTNNB1-2	CTNNB1	-0.24748547355165554	ES2	cutting_control	pearson	2	independent_column	ctrl_based
Chr2-1	Chr2	-0.040051255206984174	ES2	cutting_control	pearson	2	independent_column	ctrl_based
Chr2-2	Chr2	-0.010973594569760724	ES2	cutting_control	pearson	2	independent_column	ctrl_based
Chr2-3	Chr2	0.028404440211461202	ES2	cutting_control	pearson	2	independent_column	ctrl_based
Chr2-4	Chr2	-0.004622615324614676	ES2	cutting_control	pearson	2	independent_column	ctrl_based
Chr2-5	Chr2	0.02770423910526648	ES2	cutting_control	pearson	2	independent_column	ctrl_based
Chr2-6	Chr2	-0.0028564377883481206	ES2	cutting_control	pearson	2	independent_column	ctrl_based
DOT1L-1	DOT1L	-0.09331730616960873	ES2	cutting_control	pearson	2	independent_column	ctrl_based
DOT1L-2	DOT1L	-0.18819469559119562	ES2	cutting_control	pearson	2	independent_column	ctrl_based
EGFR-1	EGFR	-0.99731727524084	ES2	cutting_control	pearson	2	independent_column	ctrl_based
EGFR-2	EGFR	-0.8590502869306598	ES2	cutting_control	pearson	2	independent_column	ctrl_based
EGLN1-8	EGLN1	0.09108113530839096	ES2	cutting_control	pearson	2	independent_column	ctrl_based
EGLN1-9	EGLN1	-0.5187268264118802	ES2	cutting_control	pearson	2	independent_column	ctrl_based
EMPTY	EMPTY		ES2	cutting_control	pearson	2	independent_column	ctrl_based
ERBB2-1	ERBB2	0.2278713871283155	ES2	cutting_control	pearson	2	independent_column	ctrl_based
ERBB2-2	ERBB2	0.724876504022909	ES2	cutting_control	pearson	2	independent_column	ctrl_based
ERBB3-1	ERBB3	0.10171116436964812	ES2	cutting_control	pearson	2	independent_column	ctrl_based
ERBB3-2	ERBB3	0.23953983631415598	ES2	cutting_control	pearson	2	independent_column	ctrl_based
EZH2-1	EZH2	0.2541784760579291	ES2	cutting_control	pearson	2	independent_column	ctrl_based
EZH2-2	EZH2	-0.24987728912581392	ES2	cutting_control	pearson	2	independent_column	ctrl_based
GLS-1	GLS	0.20186193814829576	ES2	cutting_control	pearson	2	independent_column	ctrl_based
GLS-2	GLS	0.5248570824978206	ES2	cutting_control	pearson	2	independent_column	ctrl_based
GPX4-1	GPX4	0.2247758083011713	ES2	cutting_control	pearson	2	independent_column	ctrl_based
GPX4-2	GPX4	0.4077372213105639	ES2	cutting_control	pearson	2	independent_column	ctrl_based
HIF1a-1	HIF1a	-0.20162136469602293	ES2	cutting_control	pearson	2	independent_column	ctrl_based
HIF1a-2	HIF1a	0.03390167295598906	ES2	cutting_control	pearson	2	independent_column	ctrl_based
ITGAV-1	ITGAV	0.11637200763783562	ES2	cutting_control	pearson	2	independent_column	ctrl_based
ITGAV-2	ITGAV	0.35123777620651453	ES2	cutting_control	pearson	2	independent_column	ctrl_based
JAK3-1	JAK3	-0.17703492985360147	ES2	cutting_control	pearson	2	independent_column	ctrl_based
JAK3-2	JAK3	0.17180234405979145	ES2	cutting_control	pearson	2	independent_column	ctrl_based
KIF11-1	KIF11	0.0967002108549419	ES2	cutting_control	pearson	2	independent_column	ctrl_based
KIF11-2	KIF11	0.18852620594980402	ES2	cutting_control	pearson	2	independent_column	ctrl_based
KRAS-1	KRAS	-0.46445998940914635	ES2	cutting_control	pearson	2	independent_column	ctrl_based
KRAS-2A	KRAS	-0.07527062813588248	ES2	cutting_control	pearson	2	independent_column	ctrl_based
KRAS-2B	KRAS	-0.38895075074657887	ES2	cutting_control	pearson	2	independent_column	ctrl_based
LacZ-2	LacZ	-0.28109815850899106	ES2	cutting_control	pearson	2	independent_column	ctrl_based
LacZ-3	LacZ	-0.12199060859999404	ES2	cutting_control	pearson	2	independent_column	ctrl_based
Luc-1	Luc	0.16374729556926143	ES2	cutting_control	pearson	2	independent_column	ctrl_based
Luc-2	Luc	0.7476268764528162	ES2	cutting_control	pearson	2	independent_column	ctrl_based
MAPK1-1	MAPK1	-0.5185658523456067	ES2	cutting_control	pearson	2	independent_column	ctrl_based
MAPK1-2	MAPK1	-0.3521973934648292	ES2	cutting_control	pearson	2	independent_column	ctrl_based
MCL1-2	MCL1	-0.2524181516626152	ES2	cutting_control	pearson	2	independent_column	ctrl_based
MCL1-5	MCL1	-0.33859339739238603	ES2	cutting_control	pearson	2	independent_column	ctrl_based
MTOR-1	MTOR	0.4675497020488594	ES2	cutting_control	pearson	2	independent_column	ctrl_based
MTOR-2	MTOR	0.05084449844915445	ES2	cutting_control	pearson	2	independent_column	ctrl_based
MYC-1	MYC	0.2827903657623825	ES2	cutting_control	pearson	2	independent_column	ctrl_based
MYC-2	MYC	0.6936809655476142	ES2	cutting_control	pearson	2	independent_column	ctrl_based
ORC4-1	ORC4	-0.4036072528593589	ES2	cutting_control	pearson	2	independent_column	ctrl_based
ORC4-2	ORC4	-0.06450162874388442	ES2	cutting_control	pearson	2	independent_column	ctrl_based
PIK3CA-1	PIK3CA	-0.3839105365684098	ES2	cutting_control	pearson	2	independent_column	ctrl_based
